sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
NPDC1__P1P2__secondary__RVS__77	NPDC1__P1P2	3049.7	1102/968.75	3049.7	1035.4	-1.5576	8881.3	2.7084e+05	3.8706	5.4288e-05	0.99995	0.00010858	0.00043212	False
GART__P1P2__secondary__FWD__36	GART__P1P2	5130	2211.3/2219.7	5130	2215.5	-1.2109	35.552	5.6798e+05	3.8671	5.5063e-05	0.99994	0.00011013	0.00043811	False
LIMS1__P1P2__primarysecondary__RVS__65	LIMS1__P1P2	4857	1958.4/2151.7	4857	2055	-1.2405	18700	5.2541e+05	3.8655	5.5437e-05	0.99994	0.00011087	0.0004409	False
ACAT2__P1P2__primary__FWD__72	ACAT2__P1P2	2981.2	773.39/1230.5	2981.2	1001.9	-1.5722	1.0448e+05	2.6223e+05	3.8652	5.5498e-05	0.99994	0.000111	0.00044121	False
APEX2_-_55026797.23-P1P2	APEX2__P1P2	3662.2	1109.3/1632.9	3662.2	1371.1	-1.4167	1.3709e+05	3.5146e+05	3.8646	5.5632e-05	0.99994	0.00011126	0.00044209	False
KIF22__P1__primarysecondary__FWD__55	KIF22__P1	3980.9	1621.4/1479.2	3980.9	1550.3	-1.36	10112	3.9579e+05	3.8634	5.5913e-05	0.99994	0.00011183	0.00044414	False
RPS4Y1__P1P2__secondary__RVS__7	RPS4Y1__P1P2	3805.4	1586.2/1318.1	3805.4	1452.1	-1.3893	35942	3.7119e+05	3.8626	5.6092e-05	0.99994	0.00011218	0.00044538	False
PKNOX1__P1P2__secondary__RVS__99	PKNOX1__P1P2	3424.5	1263.8/1221.2	3424.5	1242.5	-1.4619	906.08	3.1943e+05	3.8607	5.6525e-05	0.99994	0.00011305	0.00044864	False
AUNIP__P1P2__primarysecondary__RVS__55	AUNIP__P1P2	2507.9	591.96/930.56	2507.9	761.26	-1.7187	57323	2.0502e+05	3.8575	5.7279e-05	0.99994	0.00011456	0.00045443	False
SPECC1L_+_24666885.23-P1P2	SPECC1L__P1P2	3075.7	1030.5/1083.3	3075.7	1056.9	-1.5402	1395.5	2.7413e+05	3.8558	5.7683e-05	0.99994	0.00011537	0.00045745	False
H2AFX__P1P2__primarysecondary__FWD__27	H2AFX__P1P2	4718.9	2162.6/1804.3	4718.9	1983.4	-1.25	64185	5.0427e+05	3.8521	5.8555e-05	0.99994	0.00011711	0.00046418	False
ATF6_+_161736096.23-P1P2	ATF6__P1P2	3236.6	821.08/1469.9	3236.6	1145.5	-1.4977	2.1048e+05	2.9477e+05	3.8515	5.869e-05	0.99994	0.00011738	0.00046505	False
IBTK__P1__primarysecondary__RVS__40	IBTK__P1	4702.3	7245.6/7614	4702.3	7429.8	0.65985	67864	5.0174e+05	3.8506	0.99994	5.8922e-05	0.00011784	0.0004667	True
RAD1__P1P2__primary__FWD__13	RAD1__P1P2	4297.5	1637/1843.4	4297.5	1740.2	-1.3037	21311	4.4137e+05	3.8492	5.9242e-05	0.99994	0.00011848	0.00046894	False
H2AFX_-_118966121.23-P1P2	H2AFX__P1P2	4703.3	2169.8/1782.9	4703.3	1976.4	-1.2504	74872	5.019e+05	3.8492	5.9253e-05	0.99994	0.00011851	0.00046894	False
non-targeting_01600	negative_control__na	1635.9	265.4/436.87	1635.9	351.13	-2.2168	14701	1.1165e+05	3.8471	5.9761e-05	0.99994	0.00011952	0.00047277	False
MYH9__P1P2__primary__RVS__38	MYH9__P1P2	2369.8	807.6/589.63	2369.8	698.62	-1.7608	23755	1.8915e+05	3.8427	6.0842e-05	0.99994	0.00012168	0.00048113	False
ZFC3H1_+_72057599.23-P1P2	ZFC3H1__P1P2	4537.2	1722/2046.5	4537.2	1884.2	-1.2674	52651	4.7685e+05	3.8419	6.104e-05	0.99994	0.00012208	0.00048248	False
ACAT2_+_160183505.23-P1P2	ACAT2__P1P2	4533.1	1684.7/2079.1	4533.1	1881.9	-1.2679	77787	4.7623e+05	3.8418	6.1063e-05	0.99994	0.00012213	0.00048248	False
ZNF462_+_109625487.23-P1P2	ZNF462__P1P2	4907.8	2073.4/2135	4907.8	2104.2	-1.2214	1894.2	5.3327e+05	3.8392	6.1708e-05	0.99994	0.00012342	0.00048738	False
APEX2__P1P2__secondary__FWD__69	APEX2__P1P2	4523.7	1807/1949.6	4523.7	1878.3	-1.2676	10170	4.7483e+05	3.8391	6.1744e-05	0.99994	0.00012349	0.00048747	False
LIMS1__P1P2__primarysecondary__RVS__54	LIMS1__P1P2	4094	1340.5/1919.8	4094	1630.1	-1.328	1.6781e+05	4.1191e+05	3.839	6.1774e-05	0.99994	0.00012355	0.0004875	False
AK2_+_33502194.23-P1P2	AK2__P1P2	4026.5	1695/1490.4	4026.5	1592.7	-1.3375	20939	4.0228e+05	3.8373	6.2195e-05	0.99994	0.00012439	0.00049063	False
SRSF6__P1__primarysecondary__RVS__51	SRSF6__P1	2650.1	856.32/829.96	2650.1	843.14	-1.651	347.61	2.2177e+05	3.8371	6.2246e-05	0.99994	0.00012449	0.00049082	False
MCM7__P1P2__primary__FWD__52	MCM7__P1P2	1435.6	159.65/379.12	1435.6	269.39	-2.4096	24082	92723	3.8346	6.2896e-05	0.99994	0.00012579	0.00049575	False
NSDHL__P1P2__primary__FWD__63	NSDHL__P1P2	3600.9	1339.4/1374.9	3600.9	1357.2	-1.4071	628.22	3.4312e+05	3.8305	6.3933e-05	0.99994	0.00012787	0.00050372	False
PIGY__P1P2__secondary__RVS__43	PIGY__P1P2	4429.3	1829.8/1829.4	4429.3	1829.6	-1.2751	0.061837	4.6077e+05	3.8298	6.4131e-05	0.99994	0.00012826	0.00050507	False
TMEM229B_-_67982129.23-P1	TMEM229B__P1	2597.2	706/934.28	2597.2	820.14	-1.6618	26057	2.1549e+05	3.8281	6.4566e-05	0.99994	0.00012913	0.00050829	False
USP10_-_84733819.23-P1P2	USP10__P1P2	3952.8	6231.7/6464.5	3952.8	6348.1	0.68331	27112	3.9183e+05	3.8266	0.99994	6.4975e-05	0.00012995	0.0005113	True
COL4A3BP_+_74807197.23-P1P2	COL4A3BP__P1P2	3670.5	1547.8/1249.1	3670.5	1398.5	-1.3915	44606	3.5259e+05	3.8263	6.5051e-05	0.99993	0.0001301	0.00051169	False
SUGP1__P1P2__primarysecondary__FWD__56	SUGP1__P1P2	2554.6	460.3/1138.3	2554.6	799.29	-1.6751	2.2983e+05	2.1048e+05	3.8261	6.5102e-05	0.99993	0.0001302	0.00051189	False
B3GAT3__P1P2__primary__RVS__34	B3GAT3__P1P2	3943.5	6242/6426.4	3943.5	6334.2	0.68355	16984	3.9051e+05	3.8257	0.99993	6.5202e-05	0.0001304	0.00051242	True
MDC1__P1P2__primary__FWD__79	MDC1__P1P2	3483.6	1086.5/1503.4	3483.6	1295	-1.427	86924	3.2731e+05	3.8256	6.5222e-05	0.99993	0.00013044	0.00051242	False
SPECC1L_-_24666872.23-P1P2	SPECC1L__P1P2	3738	1085.4/1792.2	3738	1438.8	-1.3768	2.4975e+05	3.6186e+05	3.8221	6.6169e-05	0.99993	0.00013234	0.00051965	False
non-targeting_00342	negative_control__na	1299.6	234.3/201.2	1299.6	217.75	-2.5718	547.65	80492	3.8217	6.6254e-05	0.99993	0.00013251	0.00052011	False
MPHOSPH8_-_20208181.23-P1	MPHOSPH8__P1	4744.8	1786.3/2261.7	4744.8	2024	-1.2288	1.13e+05	5.0822e+05	3.8167	6.7638e-05	0.99993	0.00013528	0.00053075	False
DDA1_-_17420384.23-P1P2	DDA1__P1P2	3581.2	1727.2/984.59	3581.2	1355.9	-1.4006	2.7571e+05	3.4044e+05	3.8139	6.8386e-05	0.99993	0.00013677	0.00053641	False
TAF5L__P1P2__secondary__FWD__63	TAF5L__P1P2	4409.6	7652/6325.8	4409.6	6988.9	0.6643	8.7944e+05	4.5785e+05	3.8119	0.99993	6.8956e-05	0.00013791	0.00054066	True
WDR7__P1P2__secondary__RVS__28	WDR7__P1P2	4372.2	1879.6/1739.1	4372.2	1809.3	-1.2724	9865.7	4.5234e+05	3.8106	6.9313e-05	0.99993	0.00013863	0.00054323	False
PPP2R5E_+_64010030.23-P1P2	PPP2R5E__P1P2	4259	1897.2/1594.7	4259	1745.9	-1.286	45745	4.3576e+05	3.807	7.0323e-05	0.99993	0.00014065	0.00055093	False
EMD_+_153607756.23-P1P2	EMD__P1P2	3941.4	1455.5/1671.1	3941.4	1563.3	-1.3335	23231	3.9022e+05	3.8069	7.0356e-05	0.99993	0.00014071	0.00055097	False
ZZZ3__P1P2__secondary__RVS__40	ZZZ3__P1P2	4923.4	2283.9/1992.5	4923.4	2138.2	-1.2029	42463	5.3568e+05	3.8055	7.0772e-05	0.99993	0.00014154	0.000554	False
MDM2__P1P2__primary__FWD__56	MDM2__P1P2	1447	286.13/280.38	1447	283.26	-2.3488	16.556	93774	3.8043	7.1098e-05	0.99993	0.0001422	0.00055632	False
EIF4A1_+_7476223.23-P1P2	EIF4A1__P1P2	1929.7	557.75/447.12	1929.7	502.43	-1.9393	6120.2	1.4121e+05	3.7986	7.2749e-05	0.99993	0.0001455	0.00056901	False
HMGCR_+_74633228.23-P1P2	HMGCR__P1P2	4460.4	1896.1/1843.4	4460.4	1869.8	-1.2539	1390.2	4.6539e+05	3.7975	7.3084e-05	0.99993	0.00014617	0.0005714	False
ACLY__P1P2__primary__FWD__16	ACLY__P1P2	4366	1585.1/2044.6	4366	1814.9	-1.266	1.0556e+05	4.5142e+05	3.7969	7.3245e-05	0.99993	0.00014649	0.00057243	False
CSK_+_75074850.23-P1P2	CSK__P1P2	3721.3	1675.3/1214.7	3721.3	1445	-1.3641	1.0611e+05	3.5957e+05	3.7962	7.3467e-05	0.99993	0.00014693	0.00057394	False
PARL__P1P2__primarysecondary__FWD__49	PARL__P1P2	4466.7	1924.1/1824.8	4466.7	1874.5	-1.2523	4935.2	4.6632e+05	3.796	7.3529e-05	0.99993	0.00014706	0.00057419	False
TFAP4_-_4322870.23-P1P2	TFAP4__P1P2	3854.2	1401.6/1642.2	3854.2	1521.9	-1.34	28940	3.7799e+05	3.7935	7.4259e-05	0.99993	0.00014852	0.00057966	False
KDM5A_-_498097.23-P1P2	KDM5A__P1P2	4555.9	1931.4/1930	4555.9	1930.7	-1.2382	0.90937	4.7965e+05	3.7905	7.5161e-05	0.99992	0.00015032	0.00058646	False
MANSC1_-_12503126.23-P1P2	MANSC1__P1P2	4200.9	1697.1/1750.3	4200.9	1723.7	-1.2847	1413.6	4.2731e+05	3.7896	7.5445e-05	0.99992	0.00015089	0.00058844	False
KIF22_-_29802125.23-P1	KIF22__P1	3253.2	1117.6/1259.4	3253.2	1188.5	-1.452	10053	2.9693e+05	3.7891	7.5594e-05	0.99992	0.00015119	0.00058936	False
BRD1_-_50221522.23-P1P2	BRD1__P1P2	4342.1	1900.3/1713	4342.1	1806.7	-1.2646	17538	4.4791e+05	3.7884	7.5805e-05	0.99992	0.00015161	0.00059077	False
CENPQ__P1P2__primary__RVS__434	CENPQ__P1P2	3873.9	1595.5/1477.3	3873.9	1536.4	-1.3337	6980.6	3.8074e+05	3.7882	7.5858e-05	0.99992	0.00015172	0.00059094	False
FOXK1_-_4721964.23-P1P2	FOXK1__P1P2	2999.9	731.92/1371.2	2999.9	1051.5	-1.5115	2.0431e+05	2.6457e+05	3.788	7.5944e-05	0.99992	0.00015189	0.00059138	False
ACTR5__P1P2__primarysecondary__RVS__71	ACTR5__P1P2	4132.4	1693/1677.6	4132.4	1685.3	-1.2935	117.63	4.1742e+05	3.7876	7.6046e-05	0.99992	0.00015209	0.00059194	False
MBIP__P1P2__primary__FWD__7	MBIP__P1P2	3187.8	1114.5/1195.1	3187.8	1154.8	-1.4641	3251	2.8846e+05	3.7852	7.6778e-05	0.99992	0.00015356	0.00059739	False
ATPAF2_+_17942453.23-P1P2	ATPAF2__P1P2	4208.2	1546.8/1917	4208.2	1731.9	-1.2804	68536	4.2837e+05	3.7835	7.7318e-05	0.99992	0.00015464	0.00060136	False
RPL28__P1P2__primary__RVS__97	RPL28__P1P2	1754.3	401.21/451.77	1754.3	426.49	-2.0377	1278.4	1.2331e+05	3.7822	7.7739e-05	0.99992	0.00015548	0.00060439	False
WDR7__P1P2__secondary__FWD__40	WDR7__P1P2	4288.1	1659.8/1904.9	4288.1	1782.3	-1.2661	30042	4.4e+05	3.7776	7.9175e-05	0.99992	0.00015835	0.0006153	False
DPF2_-_65101520.23-P1	DPF2__P1	4508.2	2074.5/1752.1	4508.2	1913.3	-1.236	51948	4.7251e+05	3.775	8.0015e-05	0.99992	0.00016003	0.00062158	False
SRCAP__P1P2__secondary__RVS__30	SRCAP__P1P2	2996.8	1028.4/1087	2996.8	1057.7	-1.5016	1718.7	2.6418e+05	3.7726	8.0763e-05	0.99992	0.00016153	0.00062714	False
TAF11__P1P2__secondary__FWD__67	TAF11__P1P2	3954.9	1499.1/1686	3954.9	1592.5	-1.3118	17468	3.9212e+05	3.7725	8.0797e-05	0.99992	0.00016159	0.00062715	False
AUNIP_-_26185881.23-P1P2	AUNIP__P1P2	3501.3	1180.8/1491.3	3501.3	1336.1	-1.3892	48205	3.2968e+05	3.771	8.1295e-05	0.99992	0.00016259	0.00063077	False
CSK_+_75074460.23-P1P2	CSK__P1P2	3630	1494.9/1322.7	3630	1408.8	-1.3648	14831	3.4707e+05	3.7703	8.1526e-05	0.99992	0.00016305	0.00063212	False
COG6_+_40230096.23-P1P2	COG6__P1P2	2949	1059.5/1006.9	2949	1033.2	-1.5122	1382.3	2.5821e+05	3.7703	8.1535e-05	0.99992	0.00016307	0.00063212	False
MDC1__P1P2__primary__FWD__68	MDC1__P1P2	2944.9	1159/903.55	2944.9	1031.3	-1.5129	32640	2.5769e+05	3.7697	8.1726e-05	0.99992	0.00016345	0.00063335	False
CYLD__P1P2__secondary__FWD__33	CYLD__P1P2	3509.6	1163.2/1522.1	3509.6	1342.6	-1.3856	64391	3.3079e+05	3.7677	8.2383e-05	0.99992	0.00016477	0.00063819	False
VGLL3_+_87039823.23-P1P2	VGLL3__P1P2	5285.7	2244.5/2526.2	5285.7	2385.3	-1.1476	39682	5.9269e+05	3.7673	8.2509e-05	0.99992	0.00016502	0.00063891	False
RPL29__P1P2__primary__RVS__29	RPL29__P1P2	5130	1991.5/2593.3	5130	2292.4	-1.1617	1.8105e+05	5.6798e+05	3.7651	8.3234e-05	0.99992	0.00016647	0.00064426	False
NIPBL__P1P2__primary__RVS__42	NIPBL__P1P2	4628.6	7482/7046.7	4628.6	7264.3	0.65015	94714	4.9058e+05	3.7631	0.99992	8.3898e-05	0.0001678	0.00064915	True
MDM4__P1P2__primarysecondary__RVS__10	MDM4__P1P2	1364	206.31/314.84	1364	260.57	-2.3836	5890.2	86217	3.7628	8.3998e-05	0.99992	0.000168	0.00064966	False
UBE2O__P1P2__primary__RVS__22	UBE2O__P1P2	3780.5	1238.9/1761.4	3780.5	1500.2	-1.3329	1.3654e+05	3.6774e+05	3.7604	8.4821e-05	0.99992	0.00016964	0.00065576	False
CTNNB1_-_41241051.23-P1P2	CTNNB1__P1P2	3021.7	1035.7/1119.7	3021.7	1077.7	-1.4866	3525.9	2.6731e+05	3.7601	8.4917e-05	0.99992	0.00016983	0.00065624	False
PPP2R1A__P1__primarysecondary__RVS__58	PPP2R1A__P1	3571.9	1303.1/1464.3	3571.9	1383.7	-1.3675	12985	3.3918e+05	3.7572	8.5923e-05	0.99991	0.00017185	0.00066376	False
MPHOSPH8_-_20208204.23-P1	MPHOSPH8__P1	4745.9	2168.8/1967.3	4745.9	2068.1	-1.198	20300	5.0838e+05	3.7557	8.6441e-05	0.99991	0.00017288	0.00066749	False
KDSR_-_61034171.23-P1P2	KDSR__P1P2	3764.9	1661.9/1327.4	3764.9	1494.6	-1.3323	55938	3.6558e+05	3.7549	8.6709e-05	0.99991	0.00017342	0.00066929	False
PPP2CA_+_133561730.23-P1P2	PPP2CA__P1P2	1349.4	336.93/176.98	1349.4	256.96	-2.3882	12792	84914	3.7543	8.6917e-05	0.99991	0.00017383	0.00067037	False
OXR1_+_107670106.23-ENST00000312046.6	OXR1__ENST00000312046.6	4018.2	6246.2/6545.6	4018.2	6395.9	0.67045	44816	4.0109e+05	3.7543	0.99991	8.6918e-05	0.00017384	0.00067037	True
FBXL14_+_1703640.23-P1P2	FBXL14__P1P2	1314.1	154.47/332.54	1314.1	243.51	-2.4273	15855	81774	3.7501	8.8399e-05	0.99991	0.0001768	0.00068152	False
CRLS1_-_5986819.23-P1P2	CRLS1__P1P2	4626.5	1972.9/2029.7	4626.5	2001.3	-1.2086	1616.1	4.9027e+05	3.7493	8.867e-05	0.99991	0.00017734	0.00068334	False
CTXN1__P1P2__primarysecondary__RVS__73	CTXN1__P1P2	4424.1	1897.2/1870.4	4424.1	1883.8	-1.2313	357.85	4.6e+05	3.7454	9.0043e-05	0.99991	0.00018009	0.00069365	False
ZWILCH_-_66797706.23-P1P2	ZWILCH__P1P2	1369.2	385.66/149.97	1369.2	267.81	-2.3497	27774	86683	3.7453	9.0082e-05	0.99991	0.00018016	0.00069367	False
PPP2R1A_+_52693758.23-P1	PPP2R1A__P1	4205.1	1574.8/1936.6	4205.1	1755.7	-1.2596	65450	4.2791e+05	3.7444	9.0416e-05	0.99991	0.00018083	0.00069597	False
PRPF40A__P1P2__secondary__FWD__39	PRPF40A__P1P2	4085.7	1427.6/1945.9	4085.7	1686.7	-1.2759	1.3433e+05	4.1072e+05	3.7433	9.0815e-05	0.99991	0.00018163	0.00069876	False
TRAPPC2L_-_88923588.23-P1P2	TRAPPC2L__P1P2	5153.8	2247.6/2399.5	5153.8	2323.6	-1.149	11541	5.7175e+05	3.7431	9.0897e-05	0.99991	0.00018179	0.00069911	False
CD99L2_-_150067123.23-P1P2	CD99L2__P1P2	2447.7	743.32/821.57	2447.7	782.45	-1.6441	3061.6	1.9806e+05	3.7419	9.1333e-05	0.99991	0.00018267	0.00070219	False
UBE2G2_+_46221726.23-P1P2	UBE2G2__P1P2	3676.7	1511.5/1393.5	3676.7	1452.5	-1.3393	6964.1	3.5344e+05	3.7412	9.1566e-05	0.99991	0.00018313	0.0007037	False
non-targeting_01424	negative_control__na	4397.1	1577.9/2169.4	4397.1	1873.7	-1.2303	1.7497e+05	4.5601e+05	3.7368	9.3171e-05	0.99991	0.00018634	0.00071575	False
SPTLC2__P1P2__secondary__FWD__57	SPTLC2__P1P2	3731.7	1472.1/1502.5	3731.7	1487.3	-1.3266	460.9	3.61e+05	3.7355	9.3664e-05	0.99991	0.00018733	0.00071926	False
ORC5__P1P2__primarysecondary__RVS__37	ORC5__P1P2	3375.7	1368.5/1203.5	3375.7	1286	-1.3916	13609	3.1297e+05	3.7354	9.3712e-05	0.99991	0.00018742	0.00071934	False
SAMD1_+_14201518.23-P1P2	SAMD1__P1P2	3314.4	5726.8/5026.3	3314.4	5376.6	0.69775	2.4534e+05	3.0491e+05	3.7344	0.99991	9.4065e-05	0.00018813	0.00072176	True
SNRK_+_43328134.23-P1P2	SNRK__P1P2	4431.4	1837.1/1955.2	4431.4	1896.1	-1.2243	6978.8	4.6108e+05	3.7336	9.4376e-05	0.99991	0.00018875	0.00072386	False
DGCR8__P1P2__secondary__FWD__47	DGCR8__P1P2	4385.7	1779/1960.8	4385.7	1869.9	-1.2294	16523	4.5433e+05	3.7324	9.4825e-05	0.99991	0.00018965	0.00072701	False
MDM4_+_204485592.23-P1P2	MDM4__P1P2	3018.6	1306.3/878.4	3018.6	1092.3	-1.4656	91533	2.6692e+05	3.7285	9.6324e-05	0.9999	0.00019265	0.00073822	False
NUP188__P1P2__primarysecondary__FWD__42	NUP188__P1P2	3725.5	1248.2/1727.9	3725.5	1488.1	-1.3234	1.1506e+05	3.6014e+05	3.7283	9.6371e-05	0.9999	0.00019274	0.00073823	False
CENPF__P1P2__secondary__RVS__68	CENPF__P1P2	1982.6	464.45/644.59	1982.6	554.52	-1.8362	16226	1.4675e+05	3.7283	9.6402e-05	0.9999	0.0001928	0.00073823	False
NSDHL__P1P2__primary__FWD__62	NSDHL__P1P2	3922.7	1544.7/1659.9	3922.7	1602.3	-1.2912	6637	3.8759e+05	3.7272	9.6819e-05	0.9999	0.00019364	0.00074114	False
FAM69B_+_139607240.23-P1P2	FAM69B__P1P2	4797.8	2271.4/1972	4797.8	2121.7	-1.1768	44842	5.1632e+05	3.7243	9.7946e-05	0.9999	0.00019589	0.00074946	False
GPATCH8_+_42580345.23-P1P2	GPATCH8__P1P2	3062.2	1117.6/1120.6	3062.2	1119.1	-1.4514	4.5183	2.7242e+05	3.7229	9.8482e-05	0.9999	0.00019696	0.00075326	False
MMAB_+_110010915.23-P1P2	MMAB__P1P2	4181.2	1784.2/1728.8	4181.2	1756.5	-1.2507	1531.1	4.2446e+05	3.7217	9.896e-05	0.9999	0.00019792	0.00075662	False
SRCAP_-_30709511.23-P1P2	SRCAP__P1P2	3931	1552/1670.2	3931	1611.1	-1.2864	6985.9	3.8876e+05	3.7208	9.9277e-05	0.9999	0.00019855	0.00075875	False
HMGCR__P1P2__secondary__RVS__-20	HMGCR__P1P2	4873.6	1954.2/2388.3	4873.6	2171.3	-1.1661	94237	5.2797e+05	3.719	0.00010001	0.9999	0.00020002	0.00076406	False
CENPL__P1P2__secondary__FWD__48	CENPL__P1P2	1544.6	344.19/361.42	1544.6	352.8	-2.1271	148.43	1.0289e+05	3.7173	0.00010069	0.9999	0.00020137	0.00076891	False
HDAC8_+_71792688.23-P1P2	HDAC8__P1P2	4117.9	1835/1610.5	4117.9	1722.8	-1.2567	25186	4.1533e+05	3.7164	0.00010103	0.9999	0.00020206	0.00077122	False
DCPS__P1P2__primary__RVS__41	DCPS__P1P2	3977.7	1637/1645.9	3977.7	1641.5	-1.2765	40.261	3.9535e+05	3.7156	0.00010135	0.9999	0.0002027	0.00077336	False
PRKDC_+_48872679.23-P1P2	PRKDC__P1P2	3364.3	1054.3/1529.5	3364.3	1291.9	-1.3801	1.1289e+05	3.1146e+05	3.7133	0.00010229	0.9999	0.00020458	0.00078024	False
SPINT1_+_41136997.23-P1P2	SPINT1__P1P2	3054.9	1073/1170	3054.9	1121.5	-1.4449	4700	2.715e+05	3.7106	0.00010337	0.9999	0.00020674	0.00078816	False
FAM64A_+_6347793.23-P1P2	FAM64A__P1P2	6011.2	8582.9/9699.6	6011.2	9141.3	0.60465	6.2347e+05	7.1189e+05	3.7097	0.9999	0.00010374	0.00020748	0.00079069	True
UFC1_+_161124160.23-P1P2	UFC1__P1P2	5154.9	2817.8/1881.6	5154.9	2349.7	-1.1331	4.3821e+05	5.7191e+05	3.7093	0.00010391	0.9999	0.00020781	0.00079163	False
ZNF462_-_109625784.23-P1P2	ZNF462__P1P2	4503	2119/1792.2	4503	1955.6	-1.2028	53417	4.7173e+05	3.7089	0.00010408	0.9999	0.00020816	0.00079266	False
RBM14-RBM4_-_66406615.23-P2	RBM14-RBM4__P2	3939.3	1521.9/1727	3939.3	1624.4	-1.2775	21031	3.8993e+05	3.7071	0.00010481	0.9999	0.00020962	0.00079787	False
XKR8_-_28286548.23-P1P2	XKR8__P1P2	3657	1282.4/1641.3	3657	1461.8	-1.3223	64394	3.5075e+05	3.7065	0.00010507	0.99989	0.00021013	0.00079953	False
LIAS_+_39460685.23-P1P2	LIAS__P1P2	1426.3	190.76/419.17	1426.3	304.96	-2.2218	26087	91867	3.7025	0.00010676	0.99989	0.00021351	0.00081208	False
SNRK_+_43328108.23-P1P2	SNRK__P1P2	4537.2	1884.7/2078.2	4537.2	1981.4	-1.1948	18704	4.7685e+05	3.7011	0.00010732	0.99989	0.00021464	0.00081605	False
PSPC1_-_20357032.23-P1P2	PSPC1__P1P2	4082.6	1617.3/1807.1	4082.6	1712.2	-1.2532	18016	4.1027e+05	3.7007	0.0001075	0.99989	0.000215	0.0008171	False
HIF1AN_-_102295874.23-P1P2	HIF1AN__P1P2	3370.5	1584.1/1022.8	3370.5	1303.4	-1.37	1.5754e+05	3.1228e+05	3.6989	0.00010825	0.99989	0.0002165	0.00082239	False
TACC3_-_1723252.23-P1	TACC3__P1	1365	368.03/190.96	1365	279.49	-2.2839	15678	86310	3.6989	0.00010828	0.99989	0.00021657	0.00082239	False
TAF5L__P1P2__secondary__FWD__60	TAF5L__P1P2	4380.5	1627.6/2151.7	4380.5	1889.7	-1.2125	1.3734e+05	4.5356e+05	3.6985	0.00010845	0.99989	0.00021691	0.00082337	False
RRP8__P1P2__primary__RVS__239	RRP8__P1P2	3738	1447.3/1581.7	3738	1514.5	-1.3029	9034.2	3.6186e+05	3.6963	0.00010938	0.99989	0.00021876	0.00083006	False
GNA13_+_63052407.23-P1P2	GNA13__P1P2	3334.2	1252.3/1317.1	3334.2	1284.7	-1.3752	2098.1	3.075e+05	3.6958	0.0001096	0.99989	0.0002192	0.00083142	False
TMEM258_-_61559860.23-P1P2	TMEM258__P1P2	4980.5	2405.2/2102.4	4980.5	2253.8	-1.1436	45844	5.4455e+05	3.695	0.00010993	0.99989	0.00021985	0.00083356	False
NUTF2_+_67881059.23-P1P2	NUTF2__P1P2	3882.2	1657.7/1542.5	3882.2	1600.1	-1.2782	6630.5	3.8191e+05	3.6928	0.00011089	0.99989	0.00022177	0.00084052	False
RPL36A_-_100645963.23-P1P2	RPL36A__P1P2	1142.9	135.81/244.05	1142.9	189.93	-2.5828	5858.1	67054	3.6914	0.00011151	0.99989	0.00022301	0.00084488	False
RBPMS2__P1P2__secondary__FWD__64	RBPMS2__P1P2	4245.6	2023.7/1605.9	4245.6	1814.8	-1.2257	87268	4.3379e+05	3.6907	0.00011184	0.99989	0.00022368	0.00084708	False
AKAP3_-_4758021.23-P1	AKAP3__P1	4398.1	1790.4/2022.3	4398.1	1906.3	-1.2057	26880	4.5617e+05	3.6894	0.0001124	0.99989	0.0002248	0.00085101	False
NUFIP1__P1P2__primary__FWD__314	NUFIP1__P1P2	4839.3	2034/2312.9	4839.3	2173.5	-1.1544	38881	5.227e+05	3.6873	0.00011332	0.99989	0.00022664	0.00085761	False
MEAF6_-_37980322.23-P1P2	MEAF6__P1P2	2507.9	998.35/682.78	2507.9	840.57	-1.5759	49793	2.0502e+05	3.6823	0.00011557	0.99988	0.00023113	0.00087428	False
TTLL10__P1__primarysecondary__RVS__28	TTLL10__P1	3617.5	1448.3/1459.6	3617.5	1454	-1.3144	64.492	3.4537e+05	3.6815	0.00011592	0.99988	0.00023184	0.0008766	False
PTPN20B__48826780__RVS__54	PTPN20B__48826780	6568.7	10670/9083	6568.7	9876.4	0.58831	1.2591e+06	8.0777e+05	3.6803	0.99988	0.00011646	0.00023292	0.00088036	True
MTF1_+_38325194.23-P1P2	MTF1__P1P2	4222.7	1974.9/1643.1	4222.7	1809	-1.2225	55042	4.3047e+05	3.6788	0.00011717	0.99988	0.00023435	0.00088541	False
PRPF40A_+_153573942.23-P1P2	PRPF40A__P1P2	3513.7	1464.9/1328.3	3513.7	1396.6	-1.3305	9325.7	3.3135e+05	3.678	0.00011754	0.99988	0.00023509	0.00088786	False
PDLIM7_-_176924546.23-P1	PDLIM7__P1	5051.1	2219.6/2401.4	5051.1	2310.5	-1.128	16522	5.5558e+05	3.6768	0.00011809	0.99988	0.00023618	0.00089137	False
ZDHHC17__P1P2__primary__FWD__29	ZDHHC17__P1P2	4191.6	6369.6/6812.9	4191.6	6591.2	0.65293	98282	4.2596e+05	3.6768	0.99988	0.0001181	0.0002362	0.00089137	True
EAF1_+_15469455.23-P1P2	EAF1__P1P2	4144.9	1671.2/1858.3	4144.9	1764.8	-1.2314	17511	4.1922e+05	3.676	0.00011845	0.99988	0.0002369	0.00089366	False
