sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
TM9SF3_-_98346713.23-P1P2	TM9SF3__P1P2	4055.3	4664.7/5237.6	4055.3	4951.1	0.2879	1.6408e+05	6.6227e+05	1.1009	0.86452	0.13548	0.27096	0.68257	True
PTPN12__P1P2__primary__FWD__44	PTPN12__P1P2	3817.9	4860.3/4513.3	3817.9	4686.8	0.29575	60194	6.2351e+05	1.1004	0.86441	0.13559	0.27117	0.68293	True
PLCG1__P1P2__secondary__RVS__63	PLCG1__P1P2	4662.3	3683.4/3721.7	4662.3	3702.6	-0.33242	733.02	7.6141e+05	1.0998	0.1357	0.8643	0.27141	0.68335	False
TOP1_+_39657870.23-P1P2	TOP1__P1P2	4086.6	4855.9/5112.1	4086.6	4984	0.28635	32815	6.6739e+05	1.0985	0.86402	0.13598	0.27196	0.68457	True
VPS9D1__P1P2__primarysecondary__FWD__21	VPS9D1__P1P2	3265.4	4185.8/3948.7	3265.4	4067.3	0.3167	28109	5.3328e+05	1.098	0.8639	0.1361	0.2722	0.68498	True
CD22__P1P2__primarysecondary__RVS__4	CD22__P1P2	4213.8	3290.6/3315.7	4213.8	3303.1	-0.3512	314.87	6.8817e+05	1.0978	0.13614	0.86386	0.27229	0.68503	False
IRX1__P1P2__primarysecondary__FWD__35	IRX1__P1P2	4138.1	3078.5/3393.2	4138.1	3235.9	-0.35471	49526	6.758e+05	1.0975	0.13622	0.86378	0.27243	0.68521	False
HSPA13_+_15755400.23-P1P2	HSPA13__P1P2	5026.9	4823.8/3241.5	5026.9	4032.7	-0.31787	1.2517e+06	8.2095e+05	1.0973	0.13625	0.86375	0.2725	0.68521	False
ZCCHC11_+_53018408.23-P1P2	ZCCHC11__P1P2	3355.3	2651.8/2435.2	3355.3	2543.5	-0.39952	23461	5.4796e+05	1.0967	0.13638	0.86362	0.27275	0.68567	False
PDLIM7__P1__primarysecondary__RVS__70	PDLIM7__P1	3552.3	2962.9/2471.7	3552.3	2717.3	-0.38645	1.2067e+05	5.8013e+05	1.0963	0.13648	0.86352	0.27296	0.68588	False
CTNNB1_+_41241179.23-P1P2	CTNNB1__P1P2	3630	5097.5/3850.6	3630	4474.1	0.30153	7.7741e+05	5.9283e+05	1.0962	0.86351	0.13649	0.27298	0.68588	True
PRMT7_-_68344984.23-P1P2	PRMT7__P1P2	3674.5	3058.5/2592.6	3674.5	2825.5	-0.3789	1.0857e+05	6.0009e+05	1.0959	0.13656	0.86344	0.27312	0.68598	False
MAPRE1_-_31408242.23-P1P2	MAPRE1__P1P2	3428	3992.9/4503	3428	4247.9	0.3093	1.3014e+05	5.5984e+05	1.0958	0.86342	0.13658	0.27316	0.68598	True
NSDHL__P1P2__primary__FWD__62	NSDHL__P1P2	3658.3	2754.3/2868.6	3658.3	2811.5	-0.37975	6526.3	5.9745e+05	1.0956	0.13662	0.86338	0.27324	0.68599	False
ACAD11_+_132378312.23-P1P2	ACAD11__P1P2	3821.9	2906.4/3006.6	3821.9	2956.5	-0.3703	5015.9	6.2417e+05	1.0954	0.13666	0.86334	0.27333	0.68604	False
KIFAP3__P1P2__secondary__RVS__40	KIFAP3__P1P2	3445.2	4183.2/4349.1	3445.2	4266.1	0.30826	13753	5.6264e+05	1.0944	0.86312	0.13688	0.27377	0.68697	True
MANSC1_-_12503126.23-P1P2	MANSC1__P1P2	3431.1	2453.6/2770.5	3431.1	2612	-0.39335	50207	5.6033e+05	1.0941	0.13695	0.86305	0.27389	0.6871	False
non-targeting_00751	negative_control__na	3010.9	4016.3/3539.2	3010.9	3777.8	0.32725	1.1381e+05	4.9171e+05	1.0936	0.86294	0.13706	0.27411	0.68748	True
non-targeting_00296	negative_control__na	3523	2869.1/2518.4	3523	2693.7	-0.38706	61474	5.7534e+05	1.0932	0.13714	0.86286	0.27428	0.68773	False
non-targeting_00235	negative_control__na	3123	3915.5/3888.3	3123	3901.9	0.32114	371.22	5.1002e+05	1.0906	0.86228	0.13772	0.27544	0.69045	True
TERF1_-_73921096.23-P1P2	TERF1__P1P2	4352.2	2966.4/3899.7	4352.2	3433	-0.34218	4.3549e+05	7.1077e+05	1.0903	0.1378	0.8622	0.27559	0.69062	False
USP48__P1P2__secondary__FWD__68	USP48__P1P2	4029	3139.4/3150.3	4029	3144.8	-0.35734	59.853	6.5798e+05	1.09	0.13786	0.86214	0.27571	0.69062	False
TRIP6_-_100465081.23-P1P2	TRIP6__P1P2	4199.7	5401.7/4803	4199.7	5102.4	0.28083	1.7924e+05	6.8586e+05	1.09	0.86214	0.13786	0.27572	0.69062	True
ILF3_+_10765033.23-P1P2	ILF3__P1P2	3608.8	2819.5/2726	3608.8	2772.8	-0.38009	4372.2	5.8936e+05	1.0891	0.13806	0.86194	0.27613	0.69146	False
UBE2E3_+_181845565.23-P1P2	UBE2E3__P1P2	3183.6	3918.1/4018.3	3183.6	3968.2	0.31773	5017.2	5.1992e+05	1.0881	0.86173	0.13827	0.27654	0.69232	True
ELMO3__P1P2__primarysecondary__RVS__65	ELMO3__P1P2	4415.8	3351.4/3633.9	4415.8	3492.7	-0.33827	39897	7.2116e+05	1.0871	0.1385	0.8615	0.277	0.69328	False
CWC27_-_64064787.23-P1P2	CWC27__P1P2	3393.7	2498.8/2671.3	3393.7	2585	-0.39254	14871	5.5423e+05	1.0862	0.13869	0.86131	0.27737	0.69403	False
BIVM__P1__primarysecondary__RVS__23	BIVM__P1	3674.5	4430.9/4600	3674.5	4515.4	0.29726	14293	6.0009e+05	1.0856	0.86117	0.13883	0.27765	0.69456	True
MYO9B__P1P2__primary__FWD__215	MYO9B__P1P2	3455.3	3994.6/4546.4	3455.3	4270.5	0.30551	1.5223e+05	5.6429e+05	1.0852	0.86108	0.13892	0.27784	0.69473	True
XRCC1__P1P2__primary__FWD__47	XRCC1__P1P2	3797.7	3901.6/5403	3797.7	4652.3	0.29274	1.127e+06	6.2021e+05	1.0851	0.86107	0.13893	0.27786	0.69473	True
SPAG9_+_49198209.23-P1P2	SPAG9__P1P2	3635.1	3051.6/2546.9	3635.1	2799.3	-0.37683	1.2733e+05	5.9365e+05	1.0848	0.139	0.861	0.278	0.6949	False
DHRSX__all__primarysecondary__RVS__71	DHRSX__P1P2	4046.2	4924.6/4929.6	4046.2	4927.1	0.28412	12.64	6.6079e+05	1.0837	0.86075	0.13925	0.2785	0.69595	True
FBXL14_-_1703695.23-P1P2	FBXL14__P1P2	4059.3	3266.3/3088.7	4059.3	3177.5	-0.35325	15761	6.6293e+05	1.083	0.1394	0.8606	0.27879	0.69637	False
NDUFS4_-_52856498.23-P1P2	NDUFS4__P1P2	3119	2477.1/2215	3119	2346	-0.41068	34335	5.0936e+05	1.083	0.1394	0.8606	0.27881	0.69637	False
RFWD2__P1P2__secondary__RVS__69	RFWD2__P1P2	4262.3	5226.2/5104.1	4262.3	5165.2	0.27711	7448.9	6.9609e+05	1.0821	0.8604	0.1396	0.2792	0.69712	True
non-targeting_01185	negative_control__na	4441.1	3496.6/3542.7	4441.1	3519.6	-0.33541	1061.8	7.2528e+05	1.082	0.13963	0.86037	0.27925	0.69712	False
non-targeting_01476	negative_control__na	4142.1	5462.6/4598.8	4142.1	5030.7	0.28033	3.7303e+05	6.7646e+05	1.0804	0.86002	0.13998	0.27997	0.69873	True
SNAI1__P1P2__secondary__RVS__35	SNAI1__P1P2	3064.4	2159.8/2440.9	3064.4	2300.3	-0.41361	39487	5.0046e+05	1.0801	0.14005	0.85995	0.28009	0.69887	False
ZCCHC8__P1P2__primary__RVS__62	ZCCHC8__P1P2	4424.9	6031.9/4653.6	4424.9	5342.7	0.27187	9.4984e+05	7.2264e+05	1.0797	0.85985	0.14015	0.28029	0.69918	True
DUSP12__P1P2__primarysecondary__RVS__59	DUSP12__P1P2	3602.8	4178/4683.2	3602.8	4430.6	0.29833	1.2764e+05	5.8838e+05	1.0793	0.85976	0.14024	0.28047	0.69945	True
non-targeting_01098	negative_control__na	4339.1	5620.8/4873.7	4339.1	5247.2	0.27412	2.7904e+05	7.0862e+05	1.0788	0.85967	0.14033	0.28066	0.69973	True
HUWE1__P1P2__primary__FWD__47	HUWE1__P1P2	3015.9	2133.8/2385	3015.9	2259.4	-0.41653	31553	4.9254e+05	1.0781	0.1405	0.8595	0.281	0.70039	False
PTBP3_-_115095844.23-P1P2	PTBP3__P1P2	3324	4075.4/4160.9	3324	4118.1	0.30899	3649.1	5.4285e+05	1.0779	0.85945	0.14055	0.2811	0.70039	True
DNMT1__P1P2__primary__FWD__31	DNMT1__P1P2	4016.9	5148.8/4630.8	4016.9	4889.8	0.28364	1.3419e+05	6.56e+05	1.0778	0.85943	0.14057	0.28114	0.70039	True
PATL1__P1P2__primary__RVS__45	PATL1__P1P2	4021.9	4749/5041.4	4021.9	4895.2	0.28342	42741	6.5683e+05	1.0775	0.85938	0.14062	0.28125	0.70048	True
BCL2L13__P1P2__primarysecondary__RVS__47	BCL2L13__P1P2	2909.9	2135.5/2199.1	2909.9	2167.3	-0.42491	2019.7	4.7522e+05	1.0773	0.14067	0.85933	0.28135	0.70055	False
SERTAD1_+_40931414.23-P1P2	SERTAD1__P1P2	4039.1	5249.6/4577.2	4039.1	4913.4	0.28263	2.2611e+05	6.5963e+05	1.0765	0.85915	0.14085	0.2817	0.70081	True
non-targeting_00062	negative_control__na	4255.2	3272.3/3443.4	4255.2	3357.9	-0.3416	14636	6.9493e+05	1.0765	0.14086	0.85914	0.28172	0.70081	False
BRD2_+_32940029.23-P1	BRD2__P1	4229	5453.9/4792.7	4229	5123.3	0.27671	2.1856e+05	6.9064e+05	1.0762	0.85907	0.14093	0.28186	0.70081	True
PICALM_-_85779699.23-P1P2	PICALM__P1P2	4604.7	5669.4/5406.4	4604.7	5537.9	0.26618	34602	7.5201e+05	1.0761	0.85906	0.14094	0.28187	0.70081	True
TTLL10__P1__primarysecondary__FWD__67	TTLL10__P1	2525.1	3059.4/3372.7	2525.1	3216.1	0.34885	49084	4.1237e+05	1.076	0.85904	0.14096	0.28193	0.70081	True
LUZP1__P1P2__primary__RVS__26	LUZP1__P1P2	5068.3	5618.2/6476.2	5068.3	6047.2	0.25472	3.6815e+05	8.2772e+05	1.076	0.85903	0.14097	0.28195	0.70081	True
DYNC1LI1__P1P2__primary__FWD__72	DYNC1LI1__P1P2	4686.5	5732.9/5522.7	4686.5	5627.8	0.264	22086	7.6537e+05	1.0759	0.85902	0.14098	0.28196	0.70081	True
KDM5C_+_53254321.23-P1P2	KDM5C__P1P2	4069.4	4518.7/5373.3	4069.4	4946	0.28138	3.6518e+05	6.6458e+05	1.0753	0.85888	0.14112	0.28224	0.70134	True
CSTF2_+_100075786.23-P1P2	CSTF2__P1P2	3684.6	2675.2/3026	3684.6	2850.6	-0.37012	61510	6.0174e+05	1.0751	0.14116	0.85884	0.28233	0.70137	False
SLC38A10__P1P2__secondary__RVS__99	SLC38A10__P1P2	5409.7	4158/4641	5409.7	4399.5	-0.29814	1.1667e+05	8.8347e+05	1.0747	0.14125	0.85875	0.28249	0.70159	False
MCTS1__P1P2__primary__FWD__74	MCTS1__P1P2	3719.9	4912.4/4200.8	3719.9	4556.6	0.29261	2.5321e+05	6.0751e+05	1.0734	0.85846	0.14154	0.28307	0.70286	True
TMEM110_-_52931145.23-P1P2	TMEM110__P1P2	2664.5	1983.4/1929.9	2664.5	1956.6	-0.44527	1432.3	4.3514e+05	1.0731	0.14161	0.85839	0.28321	0.70303	False
CWC25__P1P2__secondary__RVS__60	CWC25__P1P2	3480.6	2739.6/2604	3480.6	2671.8	-0.3814	9192.6	5.6842e+05	1.0728	0.14169	0.85831	0.28337	0.70324	False
MAGED2__P2__primarysecondary__FWD__9	MAGED2__P2	2873.5	2031.2/2247	2873.5	2139.1	-0.42566	23276	4.6928e+05	1.0722	0.14182	0.85818	0.28364	0.70365	False
TNRC6A_-_24741060.23-P1P2	TNRC6A__P1P2	4148.2	3514.8/3016.9	4148.2	3265.8	-0.34493	1.2399e+05	6.7745e+05	1.072	0.14186	0.85814	0.28372	0.70365	False
non-targeting_01606	negative_control__na	4399.7	5299.2/5317.4	4399.7	5308.3	0.2708	166.08	7.1852e+05	1.0719	0.85812	0.14188	0.28375	0.70365	True
ZBTB2__P1P2__primary__RVS__29	ZBTB2__P1P2	3521	2953.4/2463.7	3521	2708.5	-0.37834	1.199e+05	5.7501e+05	1.0714	0.14199	0.85801	0.28399	0.70404	False
PKNOX1__P1P2__secondary__RVS__50	PKNOX1__P1P2	3915.9	4841.1/4703.8	3915.9	4772.5	0.28533	9435.3	6.3951e+05	1.0711	0.85795	0.14205	0.2841	0.70416	True
HEXIM1_+_43226239.23-P1P2	HEXIM1__P1P2	4336	3018.5/3851.8	4336	3435.2	-0.33592	3.4712e+05	7.0813e+05	1.0706	0.14218	0.85782	0.28436	0.70461	False
DCP1A__P1P2__primarysecondary__FWD__14	DCP1A__P1P2	4585.5	4081.5/3237	4585.5	3659.2	-0.32546	3.5662e+05	7.4887e+05	1.0704	0.14223	0.85777	0.28445	0.70465	False
C6orf47__31627766__RVS__17	C6orf47__P1P2	3305.8	3029/2010.9	3305.8	2519.9	-0.3915	5.1829e+05	5.3988e+05	1.0696	0.1424	0.8576	0.28479	0.70533	False
TMEM194A_+_57472524.23-P1P2	TMEM194A__P1P2	3644.2	3009/2630.2	3644.2	2819.6	-0.36999	71743	5.9514e+05	1.0689	0.14256	0.85744	0.28512	0.70596	False
SMCHD1__P1P2__secondary__FWD__27	SMCHD1__P1P2	4233	3420.1/3268.9	4233	3344.5	-0.3398	11427	6.913e+05	1.0686	0.14262	0.85738	0.28523	0.70605	False
MED19__P1P2__primary__FWD__229	MED19__P1P2	3433.1	4059.8/4406.1	3433.1	4232.9	0.30207	59962	5.6066e+05	1.0682	0.85729	0.14271	0.28542	0.70634	True
LUZP1_+_23495242.23-P1P2	LUZP1__P1P2	3342.2	3879/4383.3	3342.2	4131.1	0.30567	1.2714e+05	5.4582e+05	1.0679	0.85722	0.14278	0.28557	0.70647	True
non-targeting_01263	negative_control__na	3797.7	4211.9/5065.3	3797.7	4638.6	0.2885	3.642e+05	6.2021e+05	1.0678	0.85719	0.14281	0.28562	0.70647	True
IFT46__P1P2__primary__FWD__63	IFT46__P1P2	3751.2	4729.9/4442.6	3751.2	4586.2	0.28987	41275	6.1262e+05	1.0668	0.85697	0.14303	0.28606	0.70736	True
PCGF2_-_36904566.23-P1	PCGF2__P1	2984.6	2183.3/2299.4	2984.6	2241.4	-0.41302	6742.5	4.8743e+05	1.0647	0.14352	0.85648	0.28703	0.7096	False
non-targeting_01605	negative_control__na	4365.3	3388.8/3544.9	4365.3	3466.9	-0.33237	12190	7.1291e+05	1.0641	0.14364	0.85636	0.28728	0.71004	False
IBTK_-_82957071.23-P1	IBTK__P1	3508.8	4390.9/4236.1	3508.8	4313.5	0.2978	11980	5.7303e+05	1.063	0.85611	0.14389	0.28777	0.71106	True
MTF2_-_93544860.23-P1P2	MTF2__P1P2	4301.7	5311.4/5073.3	4301.7	5192.3	0.27142	28329	7.0252e+05	1.0626	0.85602	0.14398	0.28796	0.71135	True
HIGD2A__P1P2__secondary__RVS__49	HIGD2A__P1P2	3434.1	2564.9/2712.3	3434.1	2638.6	-0.38004	10873	5.6083e+05	1.0623	0.14406	0.85594	0.28811	0.71155	False
UBE2O_+_74449216.23-P1P2	UBE2O__P1P2	3239.2	2723/2210.5	3239.2	2466.7	-0.39287	1.3137e+05	5.2899e+05	1.062	0.14412	0.85588	0.28823	0.71165	False
MEX3A__P1P2__secondary__RVS__58	MEX3A__P1P2	3548.2	3214.1/2266.3	3548.2	2740.2	-0.37268	4.4912e+05	5.7947e+05	1.0614	0.14424	0.85576	0.28849	0.71194	False
STAG2__P1__primarysecondary__RVS__42	STAG2__P1	4417.9	4687.3/5951.6	4417.9	5319.4	0.26787	7.9919e+05	7.2149e+05	1.0614	0.85575	0.14425	0.28849	0.71194	True
ZNF444__P1P2__primary__FWD__47	ZNF444__P1P2	3649.2	4582.1/4353.6	3649.2	4467.9	0.29193	26112	5.9596e+05	1.0604	0.85553	0.14447	0.28894	0.7128	True
non-targeting_01468	negative_control__na	3412.9	4187.5/4221.3	3412.9	4204.4	0.30084	569.88	5.5736e+05	1.0602	0.85548	0.14452	0.28903	0.7128	True
FAM102A_+_130742514.23-P1P2	FAM102A__P1P2	3303.8	2886.4/2163.7	3303.8	2525.1	-0.38767	2.6118e+05	5.3955e+05	1.0602	0.14453	0.85547	0.28906	0.7128	False
ING5__P1P2__primary__FWD__32	ING5__P1P2	3581.6	4677.7/4105	3581.6	4391.4	0.29401	1.6404e+05	5.8491e+05	1.0588	0.85517	0.14483	0.28967	0.71397	True
GTF3C2__P1P2__secondary__RVS__27	GTF3C2__P1P2	5094.6	4376.2/3881.4	5094.6	4128.8	-0.30318	1.2238e+05	8.3201e+05	1.0588	0.14484	0.85516	0.28968	0.71397	False
FLII__18161284__FWD__87	FLII__18161284	4297.7	3191.5/3630.5	4297.7	3411	-0.33327	96351	7.0186e+05	1.0584	0.14494	0.85506	0.28989	0.71429	False
GDF7__20866693__FWD__70	GDF7__P1P2	4658.2	3772.1/3698.9	4658.2	3735.5	-0.31841	2677.4	7.6075e+05	1.0579	0.14504	0.85496	0.29009	0.71444	False
CCNK__P2__primarysecondary__RVS__448	CCNK__P2	3364.4	4300.5/3996.6	3364.4	4148.6	0.30219	46185	5.4945e+05	1.0579	0.85495	0.14505	0.2901	0.71444	True
MLLT3_-_20622368.23-P1P2	MLLT3__P1P2	3979.5	3367.9/2885.7	3979.5	3126.8	-0.3478	1.1629e+05	6.499e+05	1.0577	0.14509	0.85491	0.29018	0.71448	False
C6orf47__31627766__RVS__16	C6orf47__P1P2	3293.7	2470.1/2566.3	3293.7	2518.2	-0.38717	4627.6	5.379e+05	1.0574	0.14517	0.85483	0.29034	0.71469	False
SIN3B_+_16940662.23-P1P2	SIN3B__P1P2	4346.1	3354/3557.5	4346.1	3455.8	-0.33065	20696	7.0978e+05	1.0569	0.14529	0.85471	0.29058	0.71508	False
FNIP1_-_131132695.23-P1P2	FNIP1__P1P2	4336	3403.6/3490.2	4336	3446.9	-0.331	3751.1	7.0813e+05	1.0566	0.14534	0.85466	0.29068	0.71515	False
non-targeting_01444	negative_control__na	4358.3	5387.8/5111	4358.3	5249.4	0.26834	38330	7.1176e+05	1.0563	0.85458	0.14542	0.29084	0.71537	True
FAM192A__P1P2__secondary__FWD__-7	FAM192A__P1P2	3491.7	2807.3/2581.1	3491.7	2694.2	-0.37391	25583	5.7023e+05	1.056	0.14548	0.85452	0.29097	0.7155	False
PCGF1__P1P2__primary__FWD__64	PCGF1__P1P2	3914.9	4615.2/4902.2	3914.9	4758.7	0.28154	41205	6.3934e+05	1.0553	0.85436	0.14564	0.29127	0.71591	True
KAT7_+_47866087.23-P1P2	KAT7__P1P2	4735	4033.7/3580.3	4735	3807	-0.31464	1.0279e+05	7.7328e+05	1.0553	0.14564	0.85436	0.29128	0.71591	False
INPPL1__P1P2__secondary__FWD__74	INPPL1__P1P2	3146.2	4138.9/3665.8	3146.2	3902.4	0.31063	1.1188e+05	5.1382e+05	1.0548	0.85425	0.14575	0.2915	0.71625	True
C11orf71__P1P2__secondary__RVS__72	C11orf71__P1P2	4175.5	4676/5416.6	4175.5	5046.3	0.27324	2.7427e+05	6.819e+05	1.0546	0.8542	0.1458	0.2916	0.71632	True
USP44_+_95942529.23-P1	USP44__P1	4035.1	2845.6/3513	4035.1	3179.3	-0.34379	2.2272e+05	6.5897e+05	1.0542	0.1459	0.8541	0.2918	0.71662	False
RBM5_+_50126432.23-P1P2	RBM5__P1P2	4171.4	3489.6/3113.8	4171.4	3301.7	-0.33723	70622	6.8124e+05	1.0537	0.14601	0.85399	0.29202	0.71699	False
G0S2_-_209849209.23-P1P2	G0S2__P1P2	3745.2	4091.1/5047.1	3745.2	4569.1	0.2868	4.5699e+05	6.1163e+05	1.0535	0.85394	0.14606	0.29212	0.71705	True
non-targeting_00558	negative_control__na	3188.7	2597/2260.6	3188.7	2428.8	-0.39255	56572	5.2075e+05	1.053	0.14618	0.85382	0.29236	0.71746	False
non-targeting_00603	negative_control__na	4396.6	3394.9/3614.5	4396.6	3504.7	-0.32703	24119	7.1803e+05	1.0526	0.14626	0.85374	0.29252	0.71761	False
PSPH__P2__primarysecondary__FWD__65	PSPH__P2	4134	3368.8/3169.7	4134	3269.3	-0.3385	19825	6.7514e+05	1.0525	0.14629	0.85371	0.29258	0.71761	False
NDUFS4__P1P2__primarysecondary__RVS__28	NDUFS4__P1P2	4582.5	3798.2/3546.1	4582.5	3672.1	-0.31944	31774	7.4838e+05	1.0523	0.14632	0.85368	0.29264	0.71761	False
C6orf62__P1__primarysecondary__FWD__73	C6orf62__P1	3823	4214.5/5093.9	3823	4654.2	0.28377	3.8664e+05	6.2433e+05	1.052	0.8536	0.1464	0.29281	0.71782	True
non-targeting_00135	negative_control__na	2879.6	2174.6/2142	2879.6	2158.3	-0.41579	530.87	4.7027e+05	1.0518	0.14644	0.85356	0.29288	0.71782	False
GNE_+_36258064.23-P1P2	GNE__P1P2	3375.5	2490.1/2699.8	3375.5	2594.9	-0.37928	21979	5.5126e+05	1.0513	0.14655	0.85345	0.29311	0.7182	False
RTKN2__P1P2__primary__FWD__68	RTKN2__P1P2	3193.7	3801.6/4103.8	3193.7	3952.7	0.30753	45657	5.2157e+05	1.051	0.85337	0.14663	0.29326	0.71839	True
RBL1__P1P2__secondary__RVS__73	RBL1__P1P2	4419.9	3124.6/3930.5	4419.9	3527.5	-0.32527	3.2472e+05	7.2182e+05	1.0503	0.14678	0.85322	0.29357	0.71897	False
FAM216A_-_110906707.23-P1P2	FAM216A__P1P2	3986.6	3393.1/2885.7	3986.6	3139.4	-0.34456	1.2876e+05	6.5106e+05	1.0499	0.14688	0.85312	0.29375	0.71912	False
FZR1__P1P2__secondary__RVS__49	FZR1__P1P2	3918.9	3181.1/2976.9	3918.9	3079	-0.34789	20838	6.4e+05	1.0499	0.14689	0.85311	0.29378	0.71912	False
BCR_-_23522662.23-P1P2	BCR__P1P2	3223	4208.4/3760.5	3223	3984.5	0.3059	1.0031e+05	5.2635e+05	1.0496	0.85304	0.14696	0.29392	0.71928	True
SLC4A1AP_+_27887227.23-P1P2	SLC4A1AP__P1P2	3567.4	4294.5/4441.4	3567.4	4367.9	0.292	10803	5.826e+05	1.0488	0.85286	0.14714	0.29427	0.71996	True
ACAT2_+_160183436.23-P1P2	ACAT2__P1P2	3110.9	2503.1/2224.1	3110.9	2363.6	-0.39617	38920	5.0804e+05	1.0484	0.14723	0.85277	0.29446	0.72025	False
NDUFS8_+_67798556.23-P1P2	NDUFS8__P1P2	3507.8	3868.6/4732.3	3507.8	4300.4	0.29383	3.7301e+05	5.7287e+05	1.0472	0.8525	0.1475	0.29501	0.7214	True
RNF146__P1P2__secondary__FWD__27	RNF146__P1P2	3291.7	3783.4/4334.2	3291.7	4058.8	0.30215	1.5171e+05	5.3757e+05	1.0463	0.85229	0.14771	0.29543	0.72225	True
CNOT11_-_101869436.23-P1P2	CNOT11__P1P2	4156.3	4832.5/5203.4	4156.3	5017.9	0.27174	68783	6.7877e+05	1.0458	0.85218	0.14782	0.29563	0.72243	True
FAF1__P1P2__primary__RVS__47	FAF1__P1P2	3709.8	2911.6/2880	3709.8	2895.8	-0.35728	501.23	6.0586e+05	1.0458	0.14783	0.85217	0.29565	0.72243	False
non-targeting_01075	negative_control__na	3835.1	4697.7/4626.2	3835.1	4662	0.28162	2557.6	6.2631e+05	1.0449	0.85196	0.14804	0.29609	0.72331	True
COPE__P1P2__primarysecondary__FWD__239	COPE__P1P2	3244.2	2078.1/2890.2	3244.2	2484.2	-0.38496	3.2977e+05	5.2982e+05	1.0442	0.14821	0.85179	0.29641	0.7238	False
non-targeting_00677	negative_control__na	3865.4	2982.9/3088.7	3865.4	3035.8	-0.34842	5596.4	6.3126e+05	1.0441	0.14822	0.85178	0.29643	0.7238	False
DHRS3_+_12677758.23-P1P2	DHRS3__P1P2	4344.1	5628.6/4817.8	4344.1	5223.2	0.26582	3.2866e+05	7.0945e+05	1.0437	0.85169	0.14831	0.29663	0.72405	True
NCF1__74188108__RVS__85	NCF1__74188108	4053.2	3255.8/3152.6	4053.2	3204.2	-0.33902	5329.6	6.6194e+05	1.0436	0.14834	0.85166	0.29669	0.72405	False
GNE__P1P2__primarysecondary__FWD__378	GNE__P1P2	2890.7	3963.3/3251.8	2890.7	3607.6	0.31951	2.5311e+05	4.7209e+05	1.0433	0.8516	0.1484	0.2968	0.72413	True
DCUN1D1__P1P2__primary__FWD__68	DCUN1D1__P1P2	3854.3	4988/4375.3	3854.3	4681.7	0.2805	1.8773e+05	6.2945e+05	1.0429	0.8515	0.1485	0.297	0.72438	True
BTBD9__P1P2__secondary__FWD__75	BTBD9__P1P2	4644.1	5716.4/5388.1	4644.1	5552.3	0.25762	53874	7.5844e+05	1.0428	0.85148	0.14852	0.29705	0.72438	True
CISD1_+_60029148.23-P1P2	CISD1__P1P2	3439.1	2578.8/2737.4	3439.1	2658.1	-0.37154	12585	5.6165e+05	1.0422	0.14866	0.85134	0.29732	0.72485	False
MTF2__P1P2__primary__FWD__45	MTF2__P1P2	3514.9	3421.8/2029.1	3514.9	2725.5	-0.36686	9.6985e+05	5.7402e+05	1.042	0.14872	0.85128	0.29743	0.72495	False
AES__P1P2__secondary__FWD__84	AES__P1P2	3289.7	4075.4/4030.8	3289.7	4053.1	0.30102	994.47	5.3724e+05	1.0416	0.85121	0.14879	0.29759	0.72516	True
DENND5A__P1P2__primary__FWD__33	DENND5A__P1P2	4073.4	3519.2/2930.2	4073.4	3224.7	-0.337	1.7347e+05	6.6524e+05	1.0406	0.14902	0.85098	0.29804	0.72608	False
CENPL_+_173793946.23-P1P2	CENPL__P1P2	3845.2	3515.7/2526.4	3845.2	3021	-0.3479	4.8936e+05	6.2796e+05	1.04	0.14917	0.85083	0.29835	0.72646	False
non-targeting_01777	negative_control__na	4863.3	5106.2/6474	4863.3	5790.1	0.25161	9.3534e+05	7.9423e+05	1.04	0.85082	0.14918	0.29835	0.72646	True
non-targeting_01731	negative_control__na	3018	3603.5/3890.5	3018	3747	0.31207	41201	4.9287e+05	1.0385	0.85047	0.14953	0.29906	0.728	True
non-targeting_00320	negative_control__na	3805.8	2923.8/3052.2	3805.8	2988	-0.3489	8243.1	6.2153e+05	1.0373	0.1498	0.8502	0.2996	0.72913	False
FAM83H_+_144815730.23-P1P2	FAM83H__P1P2	2194.8	1409.8/1739.4	2194.8	1574.6	-0.47886	54331	3.5844e+05	1.0364	0.15001	0.84999	0.30002	0.72997	False
DHRS3__P1P2__primary__RVS__48	DHRS3__P1P2	2928.1	3918.1/3370.4	2928.1	3644.3	0.31558	1.4998e+05	4.7819e+05	1.0357	0.84983	0.15017	0.30034	0.73058	True
non-targeting_01693	negative_control__na	3950.2	5066.3/4497.3	3950.2	4781.8	0.27556	1.6184e+05	6.4512e+05	1.0353	0.84975	0.15025	0.30051	0.7308	True
SMG7__P1P2__primary__FWD__71	SMG7__P1P2	4323.9	5665.1/4722	4323.9	5193.6	0.26433	4.4469e+05	7.0615e+05	1.0349	0.84964	0.15036	0.30073	0.73114	True
FBXO28__P1P2__primarysecondary__RVS__58	FBXO28__P1P2	3940.1	4752.5/4787	3940.1	4769.8	0.27562	596.71	6.4347e+05	1.0343	0.84949	0.15051	0.30101	0.73165	True
PRPF40A__P1P2__secondary__FWD__39	PRPF40A__P1P2	3289.7	2646.6/2418	3289.7	2532.3	-0.37736	26108	5.3724e+05	1.0333	0.15073	0.84927	0.30147	0.73229	False
