sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
TM9SF2_-_100153960.23-P1P2	TM9SF2__P1P2	3890.6	6585.5/6326.8	3890.6	6456.2	0.73053	33461	6.3539e+05	3.2186	0.99936	0.00064417	0.0012883	0.010344	True
NDUFAF6_-_96037268.23-P1P2	NDUFAF6__P1P2	3153.3	932.59/761.91	3153.3	847.25	-1.8948	14566	5.1497e+05	3.2159	0.0006501	0.99935	0.0013002	0.010431	False
TACC3_-_1723216.23-P1	TACC3__P1	1922.1	133.85/231.54	1922.1	182.69	-3.388	4771.7	3.139e+05	3.2151	0.00065191	0.99935	0.0013038	0.010451	False
PPM1G_-_27632090.23-P1	PPM1G__P1	2903.8	573.64/814.38	2903.8	694.01	-2.0634	28978	4.7423e+05	3.2143	0.00065373	0.99935	0.0013075	0.010472	False
PHF8_+_54070375.23-P1P2	PHF8__P1P2	4347.2	1756.5/1522.7	4347.2	1639.6	-1.4062	27346	7.0994e+05	3.2134	0.00065576	0.99934	0.0013115	0.010493	False
CMC2_+_81040451.23-P1P2	CMC2__P1P2	3525	1066.4/1108.6	3525	1087.5	-1.6956	890.7	5.7567e+05	3.2133	0.00065617	0.99934	0.0013123	0.010493	False
SHCBP1__P1P2__primarysecondary__FWD__74	SHCBP1__P1P2	4192.6	7273/6428.3	4192.6	6850.7	0.70826	3.5674e+05	6.8471e+05	3.2123	0.99934	0.00065844	0.0013169	0.010521	True
EMC1_+_19577920.23-P1P2	EMC1__P1P2	4209.8	1508.8/1584.3	4209.8	1546.6	-1.4441	2845.3	6.8751e+05	3.212	0.00065897	0.99934	0.0013179	0.010521	False
GNG4_-_235813949.23-P1P2	GNG4__P1P2	2686.7	481.51/651.27	2686.7	566.39	-2.2439	14410	4.3877e+05	3.2116	0.00065997	0.99934	0.0013199	0.010524	False
ESRP1_-_95653428.23-P1P2	ESRP1__P1P2	3772.5	1236.8/1267.2	3772.5	1252	-1.5905	461.94	6.1609e+05	3.2115	0.00066029	0.99934	0.0013206	0.010524	False
CPNE1__P1P2__primary__FWD__59	CPNE1__P1P2	3951.2	1449.7/1296.8	3951.2	1373.3	-1.524	11688	6.4528e+05	3.2094	0.00066509	0.99933	0.0013302	0.010592	False
KPNA2_+_66031928.23-P1P2	KPNA2__P1P2	4656.2	1747.9/1970.9	4656.2	1859.4	-1.3239	24882	7.6042e+05	3.2073	0.00066988	0.99933	0.0013398	0.01066	False
KIFAP3_-_170043552.23-P1P2	KIFAP3__P1P2	2416	459.78/375.25	2416	417.52	-2.5299	3572.3	3.9456e+05	3.2062	0.00067247	0.99933	0.0013449	0.010692	False
GPALPP1__P1P2__secondary__FWD__68	GPALPP1__P1P2	4431	1710.5/1697.2	4431	1703.8	-1.3783	88.293	7.2363e+05	3.2059	0.00067311	0.99933	0.0013462	0.010694	False
VWA9_+_65903049.23-P1P2	VWA9__P1P2	4125	1401.1/1587.7	4125	1494.4	-1.4642	17416	6.7365e+05	3.2051	0.000675	0.99932	0.00135	0.010715	False
LIMS1__P1P2__primarysecondary__RVS__69	LIMS1__P1P2	3872.4	1322/1327.6	3872.4	1324.8	-1.5467	16.075	6.3242e+05	3.2038	0.00067809	0.99932	0.0013562	0.010755	False
CNOT11_-_101869409.23-P1P2	CNOT11__P1P2	2978.6	697.06/797.27	2978.6	747.16	-1.9937	5021.4	4.8644e+05	3.2035	0.00067888	0.99932	0.0013578	0.010759	False
ACTR8__P1P2__primary__RVS__3	ACTR8__P1P2	3304.8	1163.8/742.52	3304.8	953.15	-1.7927	88732	5.3972e+05	3.2025	0.00068124	0.99932	0.0013625	0.010787	False
UQCRC2__P1P2__primary__FWD__8	UQCRC2__P1P2	4748.1	1868.7/1988	4748.1	1928.4	-1.2995	7125.3	7.7543e+05	3.2022	0.00068194	0.99932	0.0013639	0.01079	False
MRRF_-_125027245.23-P1P2	MRRF__P1P2	3550.2	1142.1/1083.6	3550.2	1112.8	-1.6728	1711.2	5.798e+05	3.2017	0.00068303	0.99932	0.0013661	0.010798	False
PARN__P1P2__secondary__RVS__384	PARN__P1P2	3328	935.2/1004.9	3328	970.03	-1.7775	2425.9	5.4351e+05	3.1998	0.00068762	0.99931	0.0013752	0.010862	False
BRAP_+_112123741.23-P1P2	BRAP__P1P2	3874.5	1205.5/1454.2	3874.5	1329.9	-1.542	30936	6.3275e+05	3.1991	0.00068918	0.99931	0.0013784	0.010878	False
ANLN_+_36429709.23-P1P2	ANLN__P1P2	2962.4	826.56/654.7	2962.4	740.63	-1.9985	14768	4.838e+05	3.1985	0.0006907	0.99931	0.0013814	0.010884	False
IBTK_-_82957417.23-P1	IBTK__P1	3481.6	6161.4/5625.4	3481.6	5893.4	0.75919	1.4365e+05	5.6858e+05	3.1985	0.99931	0.00069071	0.0013814	0.010884	True
NABP2_-_56618229.23-P1	NABP2__P1	3739.1	1280.3/1206.7	3739.1	1243.5	-1.5875	2702.1	6.1064e+05	3.194	0.00070161	0.9993	0.0014032	0.011038	False
MDC1_+_30685020.23-P1P2	MDC1__P1P2	3289.7	870.89/1028.8	3289.7	949.85	-1.7911	12470	5.3724e+05	3.1937	0.00070227	0.9993	0.0014045	0.011038	False
KIRREL__P1P2__primary__FWD__39	KIRREL__P1P2	3920.9	6897.5/6055.4	3920.9	6476.5	0.72387	3.5463e+05	6.4033e+05	3.1936	0.9993	0.00070259	0.0014052	0.011038	True
ZNF90_+_20189041.23-P1P2	ZNF90__P1P2	4546.1	7583.3/7012.3	4546.1	7297.8	0.68271	1.6301e+05	7.4244e+05	3.1935	0.9993	0.00070277	0.0014055	0.011038	True
NDUFAF6_+_96037311.23-P1P2	NDUFAF6__P1P2	3092.7	926.51/726.55	3092.7	826.53	-1.9024	19991	5.0508e+05	3.1914	0.00070781	0.99929	0.0014156	0.011108	False
TM9SF3__P1P2__primary__FWD__0	TM9SF3__P1P2	4058.3	1522.7/1398.4	4058.3	1460.6	-1.4737	7736	6.6277e+05	3.191	0.00070882	0.99929	0.0014176	0.011115	False
RPL28__P1P2__primary__RVS__100	RPL28__P1P2	2297.8	473.68/254.35	2297.8	364.02	-2.6548	24054	3.7526e+05	3.1907	0.00070962	0.99929	0.0014192	0.011118	False
DEGS1_+_224370968.23-P1P2	DEGS1__P1P2	3719.9	1289.8/1177.1	3719.9	1233.4	-1.5918	6353.9	6.0751e+05	3.1905	0.00071013	0.99929	0.0014203	0.011118	False
MDC1_-_30685387.23-P1P2	MDC1__P1P2	4044.1	1240.3/1665.3	4044.1	1452.8	-1.4764	90305	6.6046e+05	3.1888	0.00071433	0.99929	0.0014287	0.011174	False
NSMCE4A_-_123734775.23-P1P2	NSMCE4A__P1P2	3805.8	1312.4/1274	3805.8	1293.2	-1.5565	736.39	6.2153e+05	3.1873	0.00071804	0.99928	0.0014361	0.011213	False
PDS5B__P1P2__primary__FWD__39	PDS5B__P1P2	2930.1	721.39/735.68	2930.1	728.53	-2.0064	102.05	4.7852e+05	3.1871	0.00071846	0.99928	0.0014369	0.011213	False
GTF3C4_-_135545895.23-P1P2	GTF3C4__P1P2	3496.7	1339.4/838.33	3496.7	1088.8	-1.6823	1.2551e+05	5.7106e+05	3.1871	0.00071854	0.99928	0.0014371	0.011213	False
PDSS1__P1P2__primarysecondary__RVS__16	PDSS1__P1P2	3368.4	1081.2/930.72	3368.4	1006	-1.7425	11325	5.5011e+05	3.1864	0.00072036	0.99928	0.0014407	0.011233	False
EPC1_+_32636107.23-P1P2	EPC1__P1P2	3326	5499.1/5848.9	3326	5674	0.77039	61192	5.4318e+05	3.1858	0.99928	0.00072166	0.0014433	0.011244	True
RAI14_+_34656727.23-P1P2	RAI14__P1P2	2318	443.26/311.38	2318	377.32	-2.6158	8696.8	3.7856e+05	3.1856	0.0007223	0.99928	0.0014446	0.011245	False
PHF6_-_133507392.23-P1P2	PHF6__P1P2	4695.6	1755.7/2061	4695.6	1908.4	-1.2985	46623	7.6685e+05	3.1829	0.00072902	0.99927	0.001458	0.011336	False
non-targeting_00265	negative_control__na	3080.6	844.81/805.25	3080.6	825.03	-1.8994	782.37	5.031e+05	3.1828	0.00072936	0.99927	0.0014587	0.011336	False
PIGY_+_89444884.23-P1P2	PIGY__P1P2	4230	1680.9/1489.6	4230	1585.3	-1.4154	18302	6.9081e+05	3.1821	0.0007311	0.99927	0.0014622	0.011354	False
RBM34_+_235324458.23-P1P2	RBM34__P1P2	3697.7	1282.9/1169.1	3697.7	1226	-1.5919	6470.6	6.0388e+05	3.1811	0.00073358	0.99927	0.0014672	0.011378	False
RPL36A__P1P2__primarysecondary__RVS__36	RPL36A__P1P2	2093.8	275.52/263.48	2093.8	269.5	-2.9531	72.53	3.4194e+05	3.181	0.00073379	0.99927	0.0014676	0.011378	False
PPP1R10_-_30585037.23-P1P2	PPP1R10__P1P2	3971.4	1612.3/1207.9	3971.4	1410.1	-1.4932	81764	6.4858e+05	3.1806	0.00073485	0.99927	0.0014697	0.011385	False
MCTS1_+_119737979.23-P1P2	MCTS1__P1P2	4033	1328.1/1577.4	4033	1452.7	-1.4725	31094	6.5864e+05	3.1795	0.00073759	0.99926	0.0014752	0.011418	False
NSDHL__P1P2__primary__FWD__75	NSDHL__P1P2	3797.7	1348/1241	3797.7	1294.5	-1.552	5734	6.2021e+05	3.1788	0.00073942	0.99926	0.0014788	0.011438	False
TSPYL1__P1P2__primarysecondary__FWD__44	TSPYL1__P1P2	3537.1	1117.7/1129.2	3537.1	1123.5	-1.6538	65.638	5.7765e+05	3.1764	0.00074568	0.99925	0.0014914	0.011525	False
XPO5_+_43543679.23-P1P2	XPO5__P1P2	3678.5	1229/1209	3678.5	1219	-1.5926	199.04	6.0075e+05	3.1737	0.00075266	0.99925	0.0015053	0.011624	False
non-targeting_01620	negative_control__na	3314.9	1058.6/903.34	3314.9	980.98	-1.7556	12055	5.4136e+05	3.1733	0.00075348	0.99925	0.001507	0.011627	False
SUPT7L_-_27886426.23-P1P2	SUPT7L__P1P2	4129	6848/6621.1	4129	6734.6	0.70566	25743	6.7431e+05	3.173	0.99925	0.00075435	0.0015087	0.011632	True
HNRNPLL_+_38830037.23-P1P2	HNRNPLL__P1P2	2955.3	803.09/704.88	2955.3	753.99	-1.9693	4822.5	4.8264e+05	3.1727	0.0007552	0.99924	0.0015104	0.011635	False
SSR1__P1P2__primarysecondary__RVS__25	SSR1__P1P2	2898.8	900.44/538.36	2898.8	719.4	-2.0091	65551	4.7341e+05	3.1723	0.00075619	0.99924	0.0015124	0.011641	False
KIF22_-_29802093.23-P1	KIF22__P1	3672.5	1514.1/921.59	3672.5	1217.8	-1.5916	1.755e+05	5.9976e+05	3.17	0.00076229	0.99924	0.0015246	0.011726	False
FBXO28_+_224301904.23-P1P2	FBXO28__P1P2	3439.1	1002.1/1126.9	3439.1	1064.5	-1.6909	7784.1	5.6165e+05	3.1694	0.00076376	0.99924	0.0015275	0.011737	False
MEX3A__P1P2__secondary__FWD__63	MEX3A__P1P2	2751.3	433.7/830.35	2751.3	632.03	-2.1203	78663	4.4932e+05	3.1692	0.0007642	0.99924	0.0015284	0.011737	False
EMC1__P1P2__primary__RVS__25	EMC1__P1P2	4762.3	1918.2/2018.8	4762.3	1968.5	-1.2741	5063.3	7.7774e+05	3.1679	0.00076768	0.99923	0.0015354	0.011781	False
MRGBP_-_61427962.23-P1P2	MRGBP__P1P2	2743.2	454.56/802.97	2743.2	628.77	-2.1235	60694	4.48e+05	3.1668	0.00077057	0.99923	0.0015411	0.011816	False
SETDB1_-_150898815.23-P1P2	SETDB1__P1P2	4169.4	1655.7/1457.7	4169.4	1556.7	-1.4208	19613	6.8091e+05	3.1663	0.00077191	0.99923	0.0015438	0.011821	False
MINOS1-NBL1__P1P2__secondary__FWD__41	MINOS1-NBL1__P1P2	3677.5	1057.8/1390.4	3677.5	1224.1	-1.5863	55319	6.0058e+05	3.1662	0.00077211	0.99923	0.0015442	0.011821	False
FNBP4_+_47788818.23-P1P2	FNBP4__P1P2	3189.7	909.13/903.34	3189.7	906.24	-1.8143	16.723	5.2091e+05	3.1656	0.00077373	0.99923	0.0015475	0.011836	False
ASXL2_+_26101313.23-P1P2	ASXL2__P1P2	3648.2	1461.9/950.11	3648.2	1206	-1.5962	1.3097e+05	5.958e+05	3.1644	0.00077699	0.99922	0.001554	0.011877	False
BRPF1_+_9773474.23-P1P2	BRPF1__P1P2	3753.3	1151.6/1401.8	3753.3	1276.7	-1.555	31290	6.1295e+05	3.1636	0.00077924	0.99922	0.0015585	0.011902	False
GNE__P1P2__primarysecondary__RVS__60	GNE__P1P2	4515.8	1941.7/1658.4	4515.8	1800	-1.3265	40119	7.3749e+05	3.1624	0.00078228	0.99922	0.0015646	0.011937	False
WDR82_-_52312178.23-P1P2	WDR82__P1P2	2747.3	617.09/651.27	2747.3	634.18	-2.1133	584.15	4.4866e+05	3.1622	0.00078281	0.99922	0.0015656	0.011937	False
KIF18B__P1P2__primarysecondary__FWD__55	KIF18B__P1P2	2657.4	595.37/566.87	2657.4	581.12	-2.1912	405.96	4.3398e+05	3.1617	0.00078417	0.99922	0.0015683	0.011942	False
PRKRIR_+_76091746.23-P1P2	PRKRIR__P1P2	4066.4	1692.2/1287.7	4066.4	1490	-1.4478	81813	6.6409e+05	3.1617	0.00078436	0.99922	0.0015687	0.011942	False
SALL2_-_21993964.23-P1P2	SALL2__P1P2	3925	6875/6037.1	3925	6456	0.71782	3.5098e+05	6.4099e+05	3.1614	0.99921	0.0007851	0.0015702	0.011944	True
MDC1__P1P2__primary__RVS__65	MDC1__P1P2	3900.7	1069.9/1686.9	3900.7	1378.4	-1.5	1.9035e+05	6.3704e+05	3.1604	0.00078778	0.99921	0.0015756	0.011971	False
UBE2C_+_44441320.23-P1P2	UBE2C__P1P2	2141.3	370.26/233.82	2141.3	302.04	-2.8216	9307.4	3.4969e+05	3.1603	0.00078813	0.99921	0.0015763	0.011971	False
CCNE1_+_30303019.23-P1P2	CCNE1__P1P2	3207.8	5511.3/5474.8	3207.8	5493	0.77581	664.15	5.2388e+05	3.1572	0.9992	0.00079638	0.0015928	0.012087	True
MYH9_+_36783976.23-P1P2	MYH9__P1P2	3757.3	6835/5625.4	3757.3	6230.2	0.72942	7.3156e+05	6.1361e+05	3.1569	0.9992	0.00079741	0.0015948	0.012093	True
PLEKHH2__P1P2__primarysecondary__FWD__72	PLEKHH2__P1P2	3041.2	1009.9/627.32	3041.2	818.64	-1.8921	73201	4.9666e+05	3.1566	0.00079808	0.9992	0.0015962	0.012094	False
MAD2L1BP__P1P2__secondary__FWD__75	MAD2L1BP__P1P2	1449.4	34.766/99.231	1449.4	66.998	-4.4148	2077.9	2.367e+05	3.1553	0.00080157	0.9992	0.0016031	0.012137	False
RRP8_-_6624830.23-P1P2	RRP8__P1P2	5167.3	2310.2/2229.8	5167.3	2270	-1.1863	3227.7	8.4388e+05	3.1539	0.00080548	0.99919	0.001611	0.012187	False
SPAG9_-_49198067.23-P1P2	SPAG9__P1P2	2140.2	279/330.77	2140.2	304.88	-2.8074	1340.3	3.4953e+05	3.1537	0.00080613	0.99919	0.0016123	0.012188	False
PALB2_+_23652250.23-P1P2	PALB2__P1P2	3623	1474.9/920.45	3623	1197.7	-1.5961	1.5373e+05	5.9167e+05	3.1534	0.00080688	0.99919	0.0016138	0.012189	False
SUPT4H1__P1P2__primary__FWD__46	SUPT4H1__P1P2	4204.7	1309.8/1874	4204.7	1591.9	-1.4007	1.5915e+05	6.8669e+05	3.1532	0.00080758	0.99919	0.0016152	0.01219	False
MDC1__P1P2__primary__FWD__68	MDC1__P1P2	3168.5	960.41/844.03	3168.5	902.22	-1.8111	6771.4	5.1745e+05	3.1523	0.00080982	0.99919	0.0016196	0.012215	False
RPL36A_+_100645987.23-P1P2	RPL36A__P1P2	3720.9	1325.4/1204.5	3720.9	1265	-1.5558	7319.3	6.0767e+05	3.1509	0.00081383	0.99919	0.0016277	0.012261	False
TOP1_+_39657849.23-P1P2	TOP1__P1P2	3165.4	856.11/946.69	3165.4	901.4	-1.811	4102.1	5.1695e+05	3.1508	0.00081414	0.99919	0.0016283	0.012261	False
NPLOC4__P1P2__primarysecondary__FWD__50	NPLOC4__P1P2	3533.1	1133.4/1148.6	3533.1	1141	-1.6298	115.56	5.7699e+05	3.1498	0.00081705	0.99918	0.0016341	0.012282	False
WDR7_-_54318645.23-P1P2	WDR7__P1P2	3153.3	954.32/834.91	3153.3	894.62	-1.8164	7129.9	5.1497e+05	3.1495	0.00081784	0.99918	0.0016357	0.012282	False
WDR89_-_64108556.23-P1P2	WDR89__P1P2	2958.4	834.38/709.44	2958.4	771.91	-1.9369	7804.5	4.8314e+05	3.1493	0.0008183	0.99918	0.0016366	0.012282	False
DPF2_-_65101762.23-P1	DPF2__P1	3481.6	1070.8/1144	3481.6	1107.4	-1.6517	2680.5	5.6858e+05	3.1493	0.00081839	0.99918	0.0016368	0.012282	False
PIGY__P1P2__secondary__FWD__-15	PIGY__P1P2	3293.7	1058.6/911.33	3293.7	984.97	-1.7405	10848	5.379e+05	3.1492	0.0008187	0.99918	0.0016374	0.012282	False
MAD2L1BP__P1P2__secondary__FWD__73	MAD2L1BP__P1P2	2946.2	644.04/886.24	2946.2	765.14	-1.9437	29330	4.8116e+05	3.1482	0.00082141	0.99918	0.0016428	0.012313	False
EXOC5__P1P2__primary__FWD__62	EXOC5__P1P2	3411.9	872.62/1253.5	3411.9	1063.1	-1.6814	72535	5.572e+05	3.1475	0.00082347	0.99918	0.0016469	0.012334	False
HEXIM2_-_43238502.23-P2	HEXIM2__P2	3513.9	1171.6/1091.5	3513.9	1131.6	-1.6339	3205.5	5.7386e+05	3.1454	0.0008292	0.99917	0.0016584	0.012411	False
DDX10_-_108536187.23-P1P2	DDX10__P1P2	1837.2	122.55/233.82	1837.2	178.18	-3.3588	6190.6	3.0004e+05	3.1452	0.00082988	0.99917	0.0016598	0.012411	False
ELOF1_+_11670080.23-P1P2	ELOF1__P1P2	3584.6	1106.4/1251.2	3584.6	1178.8	-1.6036	10483	5.8541e+05	3.1448	0.00083102	0.99917	0.001662	0.012419	False
UBE2S__P1P2__secondary__RVS__45	UBE2S__P1P2	3145.2	918.69/870.27	3145.2	894.48	-1.8129	1172.3	5.1365e+05	3.1424	0.00083774	0.99916	0.0016755	0.012509	False
KIF22_-_29802125.23-P1	KIF22__P1	3340.2	920.43/1123.5	3340.2	1022	-1.7076	20615	5.4549e+05	3.1398	0.00084524	0.99915	0.0016905	0.012604	False
BRMS1__P1P2__secondary__RVS__58	BRMS1__P1P2	4579.5	1975.6/1753.1	4579.5	1864.3	-1.2961	24751	7.4788e+05	3.1396	0.00084581	0.99915	0.0016916	0.012604	False
PPP1CB__P1P2__primary__RVS__37	PPP1CB__P1P2	3941.1	1653.1/1191.9	3941.1	1422.5	-1.4695	1.0635e+05	6.4363e+05	3.1395	0.00084612	0.99915	0.0016922	0.012604	False
FOXK1__P1P2__primary__RVS__46	FOXK1__P1P2	2650.3	526.7/655.84	2650.3	591.27	-2.1624	8337.8	4.3283e+05	3.1393	0.00084677	0.99915	0.0016935	0.012604	False
AGPS__P1P2__primarysecondary__FWD__64	AGPS__P1P2	4142.1	1584.5/1536.4	4142.1	1560.4	-1.4079	1156.1	6.7646e+05	3.139	0.00084748	0.99915	0.001695	0.012604	False
FAM115A__143579171__RVS__35	FAM115A__143579171	2485.7	402.41/589.68	2485.7	496.05	-2.3228	17535	4.0594e+05	3.1389	0.00084799	0.99915	0.001696	0.012604	False
PCDHGA12_+_140810237.23-P1P2	PCDHGA12__P1P2	3086.6	911.73/808.68	3086.6	860.21	-1.8421	5310.6	5.0409e+05	3.1382	0.00084984	0.99915	0.0016997	0.012614	False
CNOT3_+_54642106.23-P1P2	CNOT3__P1P2	3250.3	1044.7/885.09	3250.3	964.9	-1.751	12739	5.3081e+05	3.1382	0.00084995	0.99915	0.0016999	0.012614	False
NRF1__P1P2__secondary__RVS__36	NRF1__P1P2	2073.6	338.1/224.7	2073.6	281.4	-2.877	6430.1	3.3864e+05	3.1372	0.00085296	0.99915	0.0017059	0.012649	False
ERCC1_+_45927066.23-P1P2	ERCC1__P1P2	3990.6	1441.9/1475.9	3990.6	1458.9	-1.4511	578.14	6.5172e+05	3.1362	0.00085581	0.99914	0.0017116	0.012681	False
MDM2__P1P2__primary__FWD__56	MDM2__P1P2	1656.4	106.91/136.87	1656.4	121.89	-3.7535	448.96	2.7052e+05	3.1337	0.00086296	0.99914	0.0017259	0.012778	False
PIGY__P1P2__secondary__FWD__34	PIGY__P1P2	4260.3	1759.2/1535.2	4260.3	1647.2	-1.3704	25071	6.9576e+05	3.1328	0.00086568	0.99913	0.0017314	0.012808	False
PARL__P1P2__primarysecondary__FWD__48	PARL__P1P2	3871.4	1382.8/1379	3871.4	1380.9	-1.4866	7.3873	6.3225e+05	3.1324	0.00086696	0.99913	0.0017339	0.012811	False
TACC3_-_1723252.23-P1	TACC3__P1	1655.4	87.784/156.26	1655.4	122.02	-3.7511	2344.5	2.7035e+05	3.1323	0.00086722	0.99913	0.0017344	0.012811	False
TAF4_+_60640894.23-P1P2	TAF4__P1P2	3061.4	1026.5/672.95	3061.4	849.7	-1.8479	62487	4.9996e+05	3.1304	0.00087279	0.99913	0.0017456	0.012884	False
CFDP1_-_75467362.23-P1	CFDP1__P1	2591.7	658.81/469.92	2591.7	564.37	-2.1972	17840	4.2326e+05	3.1273	0.00088205	0.99912	0.0017641	0.013002	False
RBM14-RBM4_-_66406629.23-P2	RBM14-RBM4__P2	3507.8	1156.8/1125.8	3507.8	1141.3	-1.6191	482.85	5.7287e+05	3.1273	0.00088217	0.99912	0.0017643	0.013002	False
H2AFZ_+_100871379.23-P1P2	H2AFZ__P1P2	2913.9	680.54/839.47	2913.9	760.01	-1.9375	12629	4.7588e+05	3.1263	0.00088509	0.99911	0.0017702	0.013033	False
PIP4K2C_-_57985075.23-P1P2	PIP4K2C__P1P2	2277.6	436.31/342.18	2277.6	389.24	-2.5457	4430.8	3.7196e+05	3.126	0.00088592	0.99911	0.0017718	0.013033	False
SCAF11_-_46384299.23-P1P2	SCAF11__P1P2	2662.4	681.41/532.65	2662.4	607.03	-2.1311	11064	4.3481e+05	3.1259	0.00088629	0.99911	0.0017726	0.013033	False
LRP6_+_12419662.23-P1P2	LRP6__P1P2	2810.9	756.16/637.59	2810.9	696.87	-2.0105	7029.4	4.5905e+05	3.1257	0.000887	0.99911	0.001774	0.013034	False
CDC26_+_116037639.23-P1P2	CDC26__P1P2	2770.5	343.31/1001.4	2770.5	672.37	-2.0412	2.1656e+05	4.5246e+05	3.1254	0.00088767	0.99911	0.0017753	0.013034	False
CDC42EP5__P1P2__secondary__FWD__51	CDC42EP5__P1P2	4037.1	1441/1559.2	4037.1	1500.1	-1.4276	6978.1	6.593e+05	3.1245	0.0008904	0.99911	0.0017808	0.013064	False
ESRP1_+_95653397.23-P1P2	ESRP1__P1P2	3408.8	1337.6/820.08	3408.8	1078.8	-1.6589	1.3392e+05	5.567e+05	3.1236	0.00089329	0.99911	0.0017866	0.013097	False
AATF__P1P2__secondary__FWD__35	AATF__P1P2	2055.4	327.67/231.54	2055.4	279.6	-2.8735	4620.4	3.3567e+05	3.1234	0.00089402	0.99911	0.001788	0.013097	False
COG6_-_40229866.23-P1P2	COG6__P1P2	3309.9	5312.2/5899.1	3309.9	5605.7	0.75994	1.7222e+05	5.4054e+05	3.1226	0.9991	0.00089618	0.0017924	0.013119	True
ISY1_+_128879801.23-P1P2	ISY1__P1P2	2907.9	738.77/780.16	2907.9	759.47	-1.9355	856.41	4.7489e+05	3.1216	0.00089946	0.9991	0.0017989	0.01315	False
LEO1__P1P2__primary__FWD__64	LEO1__P1P2	3679.5	1156/1364.1	3679.5	1260.1	-1.5453	21669	6.0091e+05	3.1215	0.00089967	0.9991	0.0017993	0.01315	False
UBE2R2_-_33817547.23-P1P2	UBE2R2__P1P2	3586.6	6208.3/5740.6	3586.6	5974.4	0.73602	1.0939e+05	5.8574e+05	3.12	0.9991	0.00090428	0.0018086	0.013208	True
PMVK__P1P2__primary__RVS__34	PMVK__P1P2	3354.3	1113.4/978.62	3354.3	1046	-1.6802	9079.3	5.478e+05	3.1197	0.00090514	0.99909	0.0018103	0.01321	False
SDF2_-_26988637.23-P1P2	SDF2__P1P2	4416.8	2123.3/1412	4416.8	1767.7	-1.3207	2.5296e+05	7.2132e+05	3.1192	0.00090661	0.99909	0.0018132	0.013222	False
EXOC5_+_57735587.23-P1P2	EXOC5__P1P2	3650.2	1168.1/1317.4	3650.2	1242.8	-1.5537	11137	5.9613e+05	3.1185	0.00090889	0.99909	0.0018178	0.013243	False
RBX1_+_41347427.23-P1P2	RBX1__P1P2	3672.5	1426.3/1089.3	3672.5	1257.8	-1.5451	56788	5.9976e+05	3.1183	0.00090939	0.99909	0.0018188	0.013243	False
ANKRA2_+_72861375.23-P1P2	ANKRA2__P1P2	3454.3	1103.8/1126.9	3454.3	1115.4	-1.63	266.41	5.6413e+05	3.1148	0.00092048	0.99908	0.001841	0.013394	False
VPS51_-_64863725.23-P1P2	VPS51__P1P2	3506.8	1202.9/1098.4	3506.8	1150.6	-1.6069	5461.7	5.727e+05	3.114	0.00092278	0.99908	0.0018456	0.013409	False
AUNIP_-_26185881.23-P1P2	AUNIP__P1P2	3648.2	1230.7/1259.2	3648.2	1245	-1.5503	405.99	5.958e+05	3.1139	0.00092322	0.99908	0.0018464	0.013409	False
NRF1__P1P2__secondary__RVS__63	NRF1__P1P2	1598.9	123.42/99.231	1598.9	111.32	-3.8322	292.53	2.6112e+05	3.1135	0.00092451	0.99908	0.001849	0.013409	False
SAE1__P1P2__secondary__FWD__100	SAE1__P1P2	4333	1455/1973.2	4333	1714.1	-1.3374	1.343e+05	7.0763e+05	3.1133	0.00092493	0.99908	0.0018499	0.013409	False
XRCC1__P1P2__primary__FWD__225	XRCC1__P1P2	2897.8	834.38/683.21	2897.8	758.8	-1.9318	11426	4.7324e+05	3.1133	0.000925	0.99908	0.00185	0.013409	False
WDR7__P1P2__secondary__FWD__65	WDR7__P1P2	4202.7	1539.3/1708.6	4202.7	1623.9	-1.3713	14338	6.8636e+05	3.1128	0.00092661	0.99907	0.0018532	0.013422	False
TAF6__P1P2__secondary__RVS__82	TAF6__P1P2	2834.1	776.15/663.82	2834.1	719.98	-1.9754	6308.7	4.6285e+05	3.1124	0.00092776	0.99907	0.0018555	0.013422	False
REC8_-_24641324.23-P1P2	REC8__P1P2	2975.5	613.62/1002.6	2975.5	808.1	-1.8793	75644	4.8594e+05	3.1124	0.00092798	0.99907	0.001856	0.013422	False
BTAF1_+_93683606.23-P1P2	BTAF1__P1P2	2814.9	767.46/650.13	2814.9	708.8	-1.9881	6882.3	4.5971e+05	3.1115	0.00093069	0.99907	0.0018614	0.013452	False
USP1_+_62903191.23-P1P2	USP1__P1P2	4579.5	1689.6/2090.7	4579.5	1890.2	-1.2762	80430	7.4788e+05	3.1098	0.00093621	0.99906	0.0018724	0.013521	False
PRKDC__P1P2__primarysecondary__FWD__74	PRKDC__P1P2	4085.6	1594/1498.7	4085.6	1546.4	-1.4011	4539.6	6.6722e+05	3.1087	0.00093971	0.99906	0.0018794	0.013562	False
TTBK2__P1P2__primary__FWD__51	TTBK2__P1P2	3355.3	1142.9/968.36	3355.3	1055.6	-1.6674	15237	5.4796e+05	3.1075	0.00094326	0.99906	0.0018865	0.013593	False
NAA30_-_57857335.23-P1P2	NAA30__P1P2	3254.3	907.39/1072.2	3254.3	989.77	-1.7162	13573	5.3147e+05	3.1075	0.00094326	0.99906	0.0018865	0.013593	False
